intersection,date,actual_sales,Country,Store,Division,Category,Product,forecast_es,forecast_sarima
6_72,2010-06-25,68500.11,USA,6,D,D_2,72,74809.07285372763,72971.99572989406
6_72,2010-07-02,85489.51,USA,6,D,D_2,72,91818.60330643496,69814.22860893117
6_72,2010-07-09,76343.2,USA,6,D,D_2,72,83446.67803091611,80883.13581683728
6_72,2010-07-16,68952.81,USA,6,D,D_2,72,63561.86225629298,77677.31596373695
6_72,2010-07-23,81263.4,USA,6,D,D_2,72,69300.93502292117,71516.61335571544
6_72,2010-07-30,72037.3,USA,6,D,D_2,72,75828.1658896063,78399.18689613797
6_72,2010-08-06,75930.54,USA,6,D,D_2,72,79372.77026204951,73906.81869146453
6_72,2010-08-13,75253.74,USA,6,D,D_2,72,77767.96078385181,75335.8446094047
6_72,2010-08-20,78605.1,USA,6,D,D_2,72,80382.52683895134,75277.86744904837
6_72,2010-08-27,71143.8,USA,6,D,D_2,72,72381.42053324936,77627.35180258546
6_72,2010-09-03,70435.72,USA,6,D,D_2,72,71323.2854141504,73049.07142024026
6_72,2010-09-10,66857.07,USA,6,D,D_2,72,67467.7573430426,71203.68544912974
6_72,2010-09-17,59438.97,USA,6,D,D_2,72,59802.940907947675,68134.37639658013
6_72,2010-09-24,67800.41,USA,6,D,D_2,72,68029.20827610022,61994.22209009209
6_72,2010-10-01,64756.84,USA,6,D,D_2,72,64980.125908034766,66094.1902886251
6_72,2010-10-08,61139.56,USA,6,D,D_2,72,61516.88398320049,65149.83682663945
6_72,2010-10-15,56190.23,USA,6,D,D_2,72,56687.87321738665,62318.02915667436
6_72,2010-10-22,58400.42,USA,6,D,D_2,72,58827.4897217276,57990.95913083347
6_72,2010-10-29,62931.73,USA,6,D,D_2,72,63304.79767122956,58280.0948887826
6_72,2010-11-05,62123.71,USA,6,D,D_2,72,62534.278123061544,61564.78982513254
6_72,2010-11-12,82920.11,USA,6,D,D_2,72,83380.09409886127,61959.46443402089
6_72,2010-11-19,63496.25,USA,6,D,D_2,72,63925.72122670032,76760.56656414451
6_72,2010-11-26,342578.65,USA,6,D,D_2,72,343011.18914779625,67394.13252306473
6_72,2010-12-03,104295.19,USA,6,D,D_2,72,104912.65620648113,261712.29581550648
6_72,2010-12-10,100963.79,USA,6,D,D_2,72,101717.06772390248,150554.14217612197
6_72,2010-12-17,135009.23,USA,6,D,D_2,72,135681.09833846838,115536.52475984726
6_72,2010-12-24,204271.34,USA,6,D,D_2,72,204814.27696284011,129286.93612490065
6_72,2010-12-31,109801.34,USA,6,D,D_2,72,110240.59204502734,182236.2508980665
6_72,2011-01-07,68762.84,USA,6,D,D_2,72,69091.0097733835,131087.22924155684
6_72,2011-01-14,68440.64,USA,6,D,D_2,72,68767.94503432198,87077.62813179352
6_72,2011-01-21,64437.53,USA,6,D,D_2,72,64944.953641020664,73917.34812666336
6_72,2011-01-28,72476.46,USA,6,D,D_2,72,73073.3754636677,70584.95809393891
6_72,2011-02-04,112270.88,USA,6,D,D_2,72,112726.26848311395,171238.96383356914
6_72,2011-02-11,99955.43,USA,6,D,D_2,72,100211.62967908355,115951.72989038154
6_72,2011-02-18,94836.34,USA,6,D,D_2,72,95047.39290830719,95786.10425891248
6_72,2011-02-25,83098.45,USA,6,D,D_2,72,83828.31089724498,87585.05178684539
6_72,2011-03-04,83001.49,USA,6,D,D_2,72,83762.76311322713,84583.38684792035
6_72,2011-03-11,80868.2,USA,6,D,D_2,72,81316.67709263417,78759.9655996873
6_72,2011-03-18,81380.11,USA,6,D,D_2,72,81655.43420016301,78899.23511058449
6_72,2011-03-25,63149.13,USA,6,D,D_2,72,63893.78827158155,69925.15560919819
6_72,2011-04-01,65714.84,USA,6,D,D_2,72,66532.72798084439,70319.23559908915
6_72,2011-04-08,61127.2,USA,6,D,D_2,72,62391.86152156592,74783.74821355077
6_72,2011-04-15,65438.83,USA,6,D,D_2,72,65201.186959259656,58222.21743500263
6_72,2011-04-22,65054.59,USA,6,D,D_2,72,64477.55806257499,59254.88802014271
6_72,2011-04-29,61571.32,USA,6,D,D_2,72,61279.370632888254,63570.525589793164
6_72,2011-05-06,59685.65,USA,6,D,D_2,72,59616.298153630225,64186.685711226935
6_72,2011-05-13,67459.39,USA,6,D,D_2,72,67250.51644283239,66365.8587442871
6_72,2011-05-20,58260.69,USA,6,D,D_2,72,57809.6069865325,54422.855478004385
6_72,2011-05-27,60039.01,USA,6,D,D_2,72,60376.045711229905,65518.30720527123
6_72,2011-06-03,66691.62,USA,6,D,D_2,72,67757.08053090202,77765.26013488747
6_72,2011-06-10,62938.31,USA,6,D,D_2,72,62825.797221123445,56859.9990094803
6_72,2011-06-17,75024.11,USA,6,D,D_2,72,74746.27501168045,65159.57536746802
6_72,2011-06-24,69799.97,USA,6,D,D_2,72,70320.08769228714,67609.16361023465
6_72,2011-07-01,88216.9,USA,6,D,D_2,72,88994.06401853065,84313.70364397627
6_72,2011-07-08,81515.1,USA,6,D,D_2,72,82173.78510700182,78894.86033805313
6_72,2011-07-15,63542.08,USA,6,D,D_2,72,64885.25910786924,74139.95707151538
6_72,2011-07-22,67637.94,USA,6,D,D_2,72,69075.28519322339,77675.91031757028
6_72,2011-07-29,70658.0,USA,6,D,D_2,72,70809.44567427055,62386.11755555738
6_72,2011-08-05,80258.52,USA,6,D,D_2,72,75421.52363508297,71675.06791974849
6_72,2011-08-12,69171.8,USA,6,D,D_2,72,76254.4105648814,77105.86517783852
6_72,2011-08-19,65710.37,USA,6,D,D_2,72,77596.91564053272,74517.86886201413
6_72,2011-08-26,65571.8,USA,6,D,D_2,72,66716.82865362529,61664.60878559991
6_72,2011-09-02,65146.4,USA,6,D,D_2,72,65705.08997824349,63775.13015457039
6_72,2011-09-09,74476.16,USA,6,D,D_2,72,61959.64101784671,61541.09783286231
6_72,2011-09-16,61254.69,USA,6,D,D_2,72,58087.58258313399,64011.759384884484
6_72,2011-09-23,65346.06,USA,6,D,D_2,72,67337.77601403728,69534.86674176503
6_72,2011-09-30,61300.94,USA,6,D,D_2,72,63780.959661730216,63873.0084667123
6_72,2011-10-07,76236.88,USA,6,D,D_2,72,59658.30176452623,58833.358799341026
6_72,2011-10-14,65459.42,USA,6,D,D_2,72,59702.85866450633,66648.79967407821
6_72,2011-10-21,76700.89,USA,6,D,D_2,72,63646.99132709349,67786.4654699623
6_72,2011-10-28,73178.81,USA,6,D,D_2,72,72008.49564937805,78102.32835582262
6_72,2011-11-04,71247.09,USA,6,D,D_2,72,71680.4671576799,73932.58386305156
6_72,2011-11-11,79737.68,USA,6,D,D_2,72,92517.22712108443,90628.01882136505
6_72,2011-11-18,73184.29,USA,6,D,D_2,72,69518.47853633079,65707.71172822517
6_72,2011-11-25,326866.6,USA,6,D,D_2,72,349782.82635756803,320066.36389269045
6_72,2011-12-02,103927.65,USA,6,D,D_2,72,105200.78729803735,112185.21833503846
6_72,2011-12-09,107866.89,USA,6,D,D_2,72,101807.93895080213,103367.431686171
6_72,2011-12-16,110965.53,USA,6,D,D_2,72,137737.48513996508,136925.05252919806
6_72,2011-12-23,175338.43,USA,6,D,D_2,72,199364.20310699902,180488.85745296956
6_72,2011-12-30,105780.82,USA,6,D,D_2,72,98035.2776009487,92528.98418549671
6_72,2012-01-06,66531.81,USA,6,D,D_2,72,59246.88300613158,65176.81598822052
6_72,2012-01-13,66349.72,USA,6,D,D_2,72,61114.116946782364,65817.80089339284
6_72,2012-01-20,66549.16,USA,6,D,D_2,72,58880.682410070716,62606.76429621507
6_72,2012-01-27,73302.16,USA,6,D,D_2,72,69356.44344710905,75001.97644986982
6_72,2012-02-03,96289.98,USA,6,D,D_2,72,110324.65381444884,112468.26163907516
6_72,2012-02-10,108389.59,USA,6,D,D_2,72,93911.84007266955,89753.73995135899
6_72,2012-02-17,105998.11,USA,6,D,D_2,72,92990.87774449127,98016.81885394767
6_72,2012-02-24,85070.07,USA,6,D,D_2,72,85545.68780834059,92995.74025830063
6_72,2012-03-02,89978.23,USA,6,D,D_2,72,85551.17192443198,87339.71959943806
6_72,2012-03-09,69227.08,USA,6,D,D_2,72,84617.0067765614,87140.30351197186
6_72,2012-03-16,93562.9,USA,6,D,D_2,72,80664.46629346203,74946.78234557257
6_72,2012-03-23,70599.81,USA,6,D,D_2,72,66666.93677631205,71559.94721982513
6_72,2012-03-30,66597.41,USA,6,D,D_2,72,70647.93499091222,73332.68852718643
6_72,2012-04-06,70421.94,USA,6,D,D_2,72,65549.86743012384,64825.26080707631
6_72,2012-04-13,67333.53,USA,6,D,D_2,72,70214.87731632119,72314.72872232553
6_72,2012-04-20,56893.51,USA,6,D,D_2,72,68613.50318389462,68327.49504801913
6_72,2012-04-27,59294.63,USA,6,D,D_2,72,61858.19426763873,57223.683742908834
6_72,2012-05-04,67399.0,USA,6,D,D_2,72,60097.446894374494,55632.84557847598
6_72,2012-05-11,76081.89,USA,6,D,D_2,72,67719.5546315705,62683.197463395154
6_72,2012-05-18,73021.02,USA,6,D,D_2,72,58232.46031835937,54112.6153802912
6_72,2012-05-25,72015.59,USA,6,D,D_2,72,60621.83440811782,55984.83399281176
6_72,2012-06-01,68839.8,USA,6,D,D_2,72,68056.22244799483,62433.7386357472
6_72,2012-06-08,73838.3,USA,6,D,D_2,72,63501.14096673722,58655.01073814241
6_72,2012-06-15,85938.3,USA,6,D,D_2,72,75398.63329508281,69463.1531886897
6_72,2012-06-22,75080.04,USA,6,D,D_2,72,70844.69755923722,64695.86663412431
6_72,2012-06-29,83105.66,USA,6,D,D_2,72,89652.7370361493,81490.80899008732
6_72,2012-07-06,83083.31,USA,6,D,D_2,72,83062.82190221117,75285.2209184476
6_72,2012-07-13,72715.63,USA,6,D,D_2,72,65922.9210217589,59188.14505756548
6_72,2012-07-20,71316.15,USA,6,D,D_2,72,70493.68052825633,63194.08003978385
6_72,2012-07-27,67826.29,USA,6,D,D_2,72,72717.62250761359,65565.92808348943
6_72,2012-08-03,81135.44,USA,6,D,D_2,72,77669.05923210192,74161.47081583357
6_72,2012-08-10,69517.03,USA,6,D,D_2,72,76401.79482468152,64356.84521022621
6_72,2012-08-17,69159.89,USA,6,D,D_2,72,79497.77767630202,61407.758044309565
6_72,2012-08-24,71861.75,USA,6,D,D_2,72,72676.90620736932,61045.62494532099
6_72,2012-08-31,69865.4,USA,6,D,D_2,72,72029.73214583014,60644.71093615919
6_72,2012-09-07,74390.02,USA,6,D,D_2,72,69221.23708632884,68760.58870445637
6_72,2012-09-14,67954.92,USA,6,D,D_2,72,61191.185517680264,56855.37782478851
6_72,2012-09-21,77148.18,USA,6,D,D_2,72,69223.28099837175,60731.32344795748
6_72,2012-09-28,72925.94,USA,6,D,D_2,72,66210.60131070841,57064.37531692143
6_72,2012-10-05,82813.18,USA,6,D,D_2,72,63932.728686363276,70127.11422364949
6_72,2012-10-12,66434.55,USA,6,D,D_2,72,58562.16789586259,60457.84464836399
6_72,2012-10-19,65821.75,USA,6,D,D_2,72,61281.50941736912,70449.28478383074
6_72,2012-10-26,77553.69,USA,6,D,D_2,72,65178.95979358227,67489.57896799422
6_72,2012-10-28,,USA,6,D,D_2,72,64417.680984032304,65768.82186482612
6_72,2012-11-04,,USA,6,D,D_2,72,84645.32221860906,73942.36342487499
6_72,2012-11-11,,USA,6,D,D_2,72,66300.39610113035,67596.81451521887
6_72,2012-11-18,,USA,6,D,D_2,72,343931.075846841,300374.87694760633
6_72,2012-11-25,,USA,6,D,D_2,72,107229.78946718229,96049.44973330916
6_72,2012-12-02,,USA,6,D,D_2,72,104638.32292405405,99387.11351526578
6_72,2012-12-09,,USA,6,D,D_2,72,136875.00002989863,103213.78620481188
6_72,2012-12-16,,USA,6,D,D_2,72,206371.56118776664,162225.1961166987
6_72,2012-12-23,,USA,6,D,D_2,72,113845.16581452152,97812.33991180663
6_72,2012-12-30,,USA,6,D,D_2,72,72800.66667095824,61835.99882769449
6_72,2013-01-06,,USA,6,D,D_2,72,72449.89550922647,61646.024734219536
6_72,2013-01-13,,USA,6,D,D_2,72,68854.21482973234,61684.62295842665
6_72,2013-01-20,,USA,6,D,D_2,72,76901.88100956385,69835.86943005383
6_72,2013-01-27,,USA,6,D,D_2,72,115667.38388780884,93993.24761851189
6_72,2013-02-03,,USA,6,D,D_2,72,104987.1775766671,103860.6215339437
6_72,2013-02-10,,USA,6,D,D_2,72,99811.55629552697,101358.20767107407
6_72,2013-02-17,,USA,6,D,D_2,72,87821.75727359063,82453.73663550532
6_72,2013-02-24,,USA,6,D,D_2,72,88254.87410672149,86753.23190682806
6_72,2013-03-03,,USA,6,D,D_2,72,84869.94981555123,68365.99639639894
6_72,2013-03-10,,USA,6,D,D_2,72,87026.3770113373,89667.60553336378
6_72,2013-03-17,,USA,6,D,D_2,72,68783.59444796205,68700.35041083129
6_72,2013-03-24,,USA,6,D,D_2,72,71158.31368413554,65414.67301335632
6_72,2013-03-31,,USA,6,D,D_2,72,67755.45228704874,68853.98655159608
6_72,2013-04-07,,USA,6,D,D_2,72,70557.4524242743,66072.321448842
6_72,2013-04-14,,USA,6,D,D_2,72,69956.15157204997,56793.16800647603
26_92,2010-02-05,91402.2,UK,26,B,B_0,92,76779.26933324365,0.0
26_92,2010-02-12,88291.71,UK,26,B,B_0,92,96043.9839508819,59130.14912016914
26_92,2010-02-19,77237.57,UK,26,B,B_0,92,76061.13358618873,89682.42087909626
26_92,2010-02-26,71127.2,UK,26,B,B_0,92,74278.7009432247,81195.10633548639
26_92,2010-03-05,91305.17,UK,26,B,B_0,92,78911.06015312689,73287.67305889312
26_92,2010-03-12,80604.61,UK,26,B,B_0,92,93309.65185020998,84041.20412123327
26_92,2010-03-19,70355.46,UK,26,B,B_0,92,75189.79253053527,84508.80003460225
26_92,2010-03-26,69547.55,UK,26,B,B_0,92,71724.51287080742,74002.55696423145
26_92,2010-04-02,76722.81,UK,26,B,B_0,92,68763.22553387917,69806.63459693259
26_92,2010-04-09,82468.69,UK,26,B,B_0,92,95358.44042443129,74144.08431786862
26_92,2010-04-16,70029.1,UK,26,B,B_0,92,68504.20640659059,80427.37102914973
26_92,2010-04-23,71853.47,UK,26,B,B_0,92,74608.8254733896,74513.3230294773
26_92,2010-04-30,69469.88,UK,26,B,B_0,92,63839.374484735104,71160.22388074065
26_92,2010-05-07,87111.96,UK,26,B,B_0,92,89788.09378253727,70331.68619852148
26_92,2010-05-14,75493.37,UK,26,B,B_0,92,73856.85181885329,80769.63867903894
26_92,2010-05-21,73954.66,UK,26,B,B_0,92,75703.07311678714,79719.37029506314
26_92,2010-05-28,72268.9,UK,26,B,B_0,92,73812.74159811516,74471.23897428035
26_92,2010-06-04,70141.76,UK,26,B,B_0,92,71017.22443067035,72869.83548815532
26_92,2010-06-11,96470.2,UK,26,B,B_0,92,91483.51105612097,70900.47047651716
26_92,2010-06-18,73851.16,UK,26,B,B_0,92,72299.94897163575,87009.62179050983
26_92,2010-06-25,66764.1,UK,26,B,B_0,92,72332.3305507251,82053.77170520471
26_92,2010-07-02,76982.78,UK,26,B,B_0,92,78751.11873128769,69239.17731894496
26_92,2010-07-09,83739.53,UK,26,B,B_0,92,90005.89708046318,73292.36080647394
26_92,2010-07-16,74355.96,UK,26,B,B_0,92,76853.75944070856,81344.6799939572
26_92,2010-07-23,70376.96,UK,26,B,B_0,92,70190.33344035386,77745.82202143376
26_92,2010-07-30,73450.04,UK,26,B,B_0,92,74167.9467024873,71776.92071924232
26_92,2010-08-06,95480.49,UK,26,B,B_0,92,95239.70605702551,72334.63741402054
26_92,2010-08-13,80498.48,UK,26,B,B_0,92,80266.27510827516,87579.1933419549
26_92,2010-08-20,77941.75,UK,26,B,B_0,92,77593.55161825534,85945.49197410617
26_92,2010-08-27,78413.37,UK,26,B,B_0,92,77998.04774684503,78813.49756845886
26_92,2010-09-03,75809.99,UK,26,B,B_0,92,75440.25575979889,78236.60346497587
26_92,2010-09-10,95903.34,UK,26,B,B_0,92,95492.08830165412,76746.32599958665
26_92,2010-09-17,77654.53,UK,26,B,B_0,92,77041.07581381261,88680.17261689495
26_92,2010-09-24,72274.17,UK,26,B,B_0,92,71564.67648984912,84268.8295946981
26_92,2010-10-01,73079.27,UK,26,B,B_0,92,72401.32387945827,74149.90910050254
26_92,2010-10-08,93268.29,UK,26,B,B_0,92,92522.29574551566,72774.21569986908
26_92,2010-10-15,79214.72,UK,26,B,B_0,92,78340.94250752148,86021.32916245188
26_92,2010-10-22,74821.24,UK,26,B,B_0,92,73919.95883010463,84322.77641775114
26_92,2010-10-29,73189.93,UK,26,B,B_0,92,72304.44642162013,76355.42283274393
26_92,2010-11-05,87468.21,UK,26,B,B_0,92,86603.77831069355,73762.64571589734
26_92,2010-11-12,92564.14,UK,26,B,B_0,92,91686.29675799275,82336.26661196399
26_92,2010-11-19,81824.27,UK,26,B,B_0,92,80943.67071448127,90777.83966850684
26_92,2010-11-26,83599.91,UK,26,B,B_0,92,82687.84247456395,85696.21620122103
26_92,2010-12-03,74153.46,UK,26,B,B_0,92,73221.34905049254,82928.73130119314
26_92,2010-12-10,99183.73,UK,26,B,B_0,92,98297.28455326144,77552.97742929851
26_92,2010-12-17,86887.97,UK,26,B,B_0,92,86072.64084392568,90162.11226461561
26_92,2010-12-24,98138.1,UK,26,B,B_0,92,97292.73574923747,91392.78529379047
26_92,2010-12-31,63802.8,UK,26,B,B_0,92,62895.18572794224,94025.04495766638
26_92,2011-01-07,93628.5,UK,26,B,B_0,92,92653.45580643404,76262.22885510226
26_92,2011-01-14,79739.74,UK,26,B,B_0,92,78692.81742181121,82553.70934771666
26_92,2011-01-21,74736.76,UK,26,B,B_0,92,73681.72117089188,85525.34800260348
26_92,2011-01-28,74056.55,UK,26,B,B_0,92,73011.7372230716,74566.31748859741
26_92,2011-02-04,78664.55,UK,26,B,B_0,92,77679.67172463021,168877.1821096697
26_92,2011-02-11,96826.64,UK,26,B,B_0,92,95838.30967245315,107818.73494793227
26_92,2011-02-18,77526.35,UK,26,B,B_0,92,76497.00388631689,77122.0862093502
26_92,2011-02-25,75700.65,UK,26,B,B_0,92,74681.02149281613,73759.97041603703
26_92,2011-03-04,80648.08,UK,26,B,B_0,92,79632.68086897818,95516.9859790508
26_92,2011-03-11,94098.49,UK,26,B,B_0,92,93103.9330140947,75322.54398431868
26_92,2011-03-18,76981.72,UK,26,B,B_0,92,76037.35247040942,74023.41641984292
26_92,2011-03-25,73958.4,UK,26,B,B_0,92,73058.23234225535,78394.94751519863
26_92,2011-04-01,71259.29,UK,26,B,B_0,92,70396.9451690223,82408.03987927103
26_92,2011-04-08,97393.25,UK,26,B,B_0,92,96478.03045298933,81200.08616049754
26_92,2011-04-15,71758.62,UK,26,B,B_0,92,70774.92820003413,76762.235635927
26_92,2011-04-22,77876.1,UK,26,B,B_0,92,76939.49687237952,78255.37018920213
26_92,2011-04-29,67449.98,UK,26,B,B_0,92,66572.937533633,73791.11939951396
26_92,2011-05-06,92991.67,UK,26,B,B_0,92,92256.19020903706,89179.36618924708
26_92,2011-05-13,77407.27,UK,26,B,B_0,92,76698.51409334423,78117.95258468337
26_92,2011-05-20,79355.17,UK,26,B,B_0,92,78583.66019892367,76939.98230015683
26_92,2011-05-27,77715.58,UK,26,B,B_0,92,77008.09730371491,76241.4741101321
26_92,2011-06-03,75145.65,UK,26,B,B_0,92,74519.96444848693,75373.41849314755
26_92,2011-06-10,95796.7,UK,26,B,B_0,92,95245.96142360511,103363.46209306632
26_92,2011-06-17,76377.08,UK,26,B,B_0,92,75846.22684901574,74388.39385311701
26_92,2011-06-24,76536.45,UK,26,B,B_0,92,75914.82732960458,67081.65606021948
26_92,2011-07-01,83599.56,UK,26,B,B_0,92,82952.32660919528,84606.41469842696
26_92,2011-07-08,95081.88,UK,26,B,B_0,92,94553.06690480451,92222.59413405374
26_92,2011-07-15,82547.66,UK,26,B,B_0,92,82118.27117700239,83495.68901315246
26_92,2011-07-22,76278.21,UK,26,B,B_0,92,75895.99698443484,79230.4848971269
26_92,2011-07-29,80427.06,UK,26,B,B_0,92,80108.70310799198,80292.3401820925
26_92,2011-08-05,96906.53,UK,26,B,B_0,92,101485.33345507552,103622.2818919048
26_92,2011-08-12,93798.16,UK,26,B,B_0,92,86345.67617429969,83493.24819524557
26_92,2011-08-19,84216.4,UK,26,B,B_0,92,84459.72004306705,86339.29514065434
26_92,2011-08-26,87235.57,UK,26,B,B_0,92,85056.12301640798,87244.84457029583
26_92,2011-09-02,83393.48,UK,26,B,B_0,92,82878.69555685835,83521.57444320979
26_92,2011-09-09,103147.18,UK,26,B,B_0,92,103189.14578787953,105236.4205470291
26_92,2011-09-16,82957.62,UK,26,B,B_0,92,84948.87150834601,84288.69054479654
26_92,2011-09-23,80254.53,UK,26,B,B_0,92,79505.369509386,77484.86732378385
26_92,2011-09-30,79311.99,UK,26,B,B_0,92,80575.345650614,79991.86452095532
26_92,2011-10-07,110575.24,UK,26,B,B_0,92,100768.53978425029,101525.15100703818
26_92,2011-10-14,88398.33,UK,26,B,B_0,92,87544.36582799442,91999.02967148068
26_92,2011-10-21,81041.07,UK,26,B,B_0,92,83392.91279013595,86353.81026977114
26_92,2011-10-28,81395.79,UK,26,B,B_0,92,81783.46985448836,80278.39356136872
26_92,2011-11-04,85040.12,UK,26,B,B_0,92,96231.4833837747,95859.65107720076
26_92,2011-11-11,112168.26,UK,26,B,B_0,92,100577.17597434079,94737.36643545254
26_92,2011-11-18,88833.94,UK,26,B,B_0,92,90883.07958741485,92729.33528746813
26_92,2011-11-25,91010.25,UK,26,B,B_0,92,92626.0202390713,95103.44193210217
26_92,2011-12-02,79237.5,UK,26,B,B_0,92,83174.23300254536,80813.30534858415
26_92,2011-12-09,107089.44,UK,26,B,B_0,92,108059.70911743797,106580.87790098421
26_92,2011-12-16,97339.91,UK,26,B,B_0,92,95862.02079979901,93527.42769226013
26_92,2011-12-23,117673.52,UK,26,B,B_0,92,107303.62451629719,108138.47566357293
26_92,2011-12-30,68677.14,UK,26,B,B_0,92,73853.16517939183,77921.31197928866
26_92,2012-01-06,98685.94,UK,26,B,B_0,92,103341.88957126357,105159.83419277372
26_92,2012-01-13,86058.44,UK,26,B,B_0,92,89113.6971560674,84277.46265720222
26_92,2012-01-20,84689.87,UK,26,B,B_0,92,83927.2771874649,80598.58911184524
26_92,2012-01-27,78459.57,UK,26,B,B_0,92,83368.74246337502,80699.75249484112
26_92,2012-02-03,84867.54,UK,26,B,B_0,92,87685.32968773662,84468.39943043533
26_92,2012-02-10,110267.91,UK,26,B,B_0,92,105633.71277186618,103561.17425869995
26_92,2012-02-17,82946.22,UK,26,B,B_0,92,86667.0168652809,87503.5004785172
26_92,2012-02-24,85155.75,UK,26,B,B_0,92,84562.71046542194,83507.54003452616
26_92,2012-03-02,84372.42,UK,26,B,B_0,92,89550.95570080768,88870.48669375738
26_92,2012-03-09,106049.59,UK,26,B,B_0,92,102586.61389219793,100920.95939731301
26_92,2012-03-16,83000.67,UK,26,B,B_0,92,85754.45099270147,85153.01026896192
26_92,2012-03-23,73468.31,UK,26,B,B_0,92,82521.65164075892,81567.39866355367
26_92,2012-03-30,79412.98,UK,26,B,B_0,92,79076.00569283591,72900.27522365558
26_92,2012-04-06,109475.72,UK,26,B,B_0,92,105083.57429786642,103981.95761101399
26_92,2012-04-13,80928.63,UK,26,B,B_0,92,79629.91997135754,81377.15682330787
26_92,2012-04-20,78905.05,UK,26,B,B_0,92,85806.32930412448,87914.12279193524
26_92,2012-04-27,79701.22,UK,26,B,B_0,92,74789.3864678814,70937.87847341667
26_92,2012-05-04,86376.01,UK,26,B,B_0,92,100344.2546913579,96951.99019891706
26_92,2012-05-11,109733.57,UK,26,B,B_0,92,84664.70767399351,80797.1320501306
26_92,2012-05-18,82495.41,UK,26,B,B_0,92,86425.95215377313,82725.13181812779
26_92,2012-05-25,85992.45,UK,26,B,B_0,92,84717.3007903499,81042.1110321818
26_92,2012-06-01,79698.81,UK,26,B,B_0,92,82096.86970356444,78275.30413337013
26_92,2012-06-08,113211.08,UK,26,B,B_0,92,102693.17550633974,100233.802708859
26_92,2012-06-15,86576.77,UK,26,B,B_0,92,83166.27262906409,79587.3943211251
26_92,2012-06-22,81281.5,UK,26,B,B_0,92,83106.17828630118,79778.36319164968
26_92,2012-06-29,88117.52,UK,26,B,B_0,92,90004.54013022898,87279.22543640368
26_92,2012-07-06,103514.96,UK,26,B,B_0,92,101460.47912519219,99491.12793608189
26_92,2012-07-13,92988.8,UK,26,B,B_0,92,88886.81860243353,86162.25477183094
26_92,2012-07-20,89373.76,UK,26,B,B_0,92,82530.75114035742,79498.13401118112
26_92,2012-07-27,88557.82,UK,26,B,B_0,92,86611.04311432343,83899.51536931784
26_92,2012-08-03,93890.07,UK,26,B,B_0,92,107857.78577256555,101410.4121773304
26_92,2012-08-10,111812.56,UK,26,B,B_0,92,92986.96733706232,98118.39674339282
26_92,2012-08-17,93212.89,UK,26,B,B_0,92,90414.2145150829,87929.89547109867
26_92,2012-08-24,88145.09,UK,26,B,B_0,92,90908.90981707728,91146.01416413451
26_92,2012-08-31,89760.87,UK,26,B,B_0,92,88433.43385492654,87049.20132272039
26_92,2012-09-07,108022.43,UK,26,B,B_0,92,108569.03402916924,108054.06495161104
26_92,2012-09-14,88267.1,UK,26,B,B_0,92,90196.16496067365,86584.87507704663
26_92,2012-09-21,88434.78,UK,26,B,B_0,92,84779.54107255668,83726.48244913828
26_92,2012-09-28,87719.06,UK,26,B,B_0,92,85664.13701756972,82713.84365618166
26_92,2012-10-05,101551.43,UK,26,B,B_0,92,105832.87781395126,115968.4668538354
26_92,2012-10-12,100700.06,UK,26,B,B_0,92,91687.86845849836,92375.02034795492
26_92,2012-10-19,89664.58,UK,26,B,B_0,92,87289.10924876679,84558.37278970114
26_92,2012-10-26,85968.84,UK,26,B,B_0,92,85689.0848212827,84933.2854079315
26_92,2012-10-28,,UK,26,B,B_0,92,99998.74731449164,88785.3237789909
26_92,2012-11-04,,UK,26,B,B_0,92,105091.59686713859,117656.44218646777
26_92,2012-11-11,,UK,26,B,B_0,92,94349.61077944007,92829.67422285619
26_92,2012-11-18,,UK,26,B,B_0,92,96090.5758837958,95154.0991349742
26_92,2012-11-25,,UK,26,B,B_0,92,86612.98806630491,82622.43740658122
26_92,2012-12-02,,UK,26,B,B_0,92,111671.49030520159,112242.69878429551
26_92,2012-12-09,,UK,26,B,B_0,92,99427.7348030781,101861.4327497799
26_92,2012-12-16,,UK,26,B,B_0,92,110630.08293550514,123527.73616355823
26_92,2012-12-23,,UK,26,B,B_0,92,76205.22530442246,71367.58504614166
26_92,2012-12-30,,UK,26,B,B_0,92,105927.87863711079,103386.6977091909
26_92,2013-01-06,,UK,26,B,B_0,92,91921.03701478768,89683.98971898845
26_92,2013-01-13,,UK,26,B,B_0,92,86852.5090012373,88981.29863415801
26_92,2013-01-20,,UK,26,B,B_0,92,86117.47980731676,80391.01814583896
26_92,2013-01-27,,UK,26,B,B_0,92,90715.92511580775,87052.55754316911
26_92,2013-02-03,,UK,26,B,B_0,92,108804.50820214736,113959.08965550916
26_92,2013-02-10,,UK,26,B,B_0,92,89385.64348825772,85004.29703447167
26_92,2013-02-17,,UK,26,B,B_0,92,87484.35761161364,87353.25970648999
26_92,2013-02-24,,UK,26,B,B_0,92,92344.59609744378,86495.74218417113
26_92,2013-03-03,,UK,26,B,B_0,92,105720.36629291424,109502.2972521723
26_92,2013-03-10,,UK,26,B,B_0,92,88552.69163594129,85078.73930943968
26_92,2013-03-17,,UK,26,B,B_0,92,85470.85604052906,74969.68572230503
26_92,2013-03-24,,UK,26,B,B_0,92,82706.6092382487,81261.13642067446
26_92,2013-03-31,,UK,26,B,B_0,92,108682.13065304459,113140.88705284575
