Category,intersection,model,date,forecast,actual_sales
5,43_38,es,2010-11-26,,40703.08
1,10_23,es,2010-11-26,,100274.46
4,20_92,es,2010-11-26,,169141.08
5,28_91,es,2010-11-26,,44692.77
6,17_4,es,2010-11-26,,17177.83
1,18_74,es,2010-11-26,,35229.48
4,19_23,es,2010-11-26,,41852.78
4,13_4,es,2010-11-26,,46037.8
1,13_91,es,2010-11-26,,78247.77
6,23_40,es,2010-11-26,,51577.37
1,32_92,es,2010-11-26,,132223.06
7,6_38,es,2010-11-26,,57068.76
4,12_8,es,2010-11-26,,42216.61
2,10_16,es,2010-11-26,,8044.68
5,14_91,es,2010-11-26,,82322.61
7,20_91,es,2010-11-26,,62570.84
5,27_80,es,2010-11-26,,27449.89
3,22_40,es,2010-11-26,,45552.65
3,20_9,es,2010-11-26,,58848.28
7,14_1,es,2010-11-26,,25731.19
7,30_91,es,2010-11-26,,28888.52
4,38_38,es,2010-11-26,,43663.38
1,13_23,es,2010-11-26,,55704.13
1,1_38,es,2010-11-26,,55973.77
6,11_7,es,2010-11-26,,79423.12
3,10_38,es,2010-11-26,,69159.33
6,23_92,es,2010-11-26,,64466.4
1,21_72,es,2010-11-26,,242589.91
4,20_90,es,2010-11-26,,102134.85
6,2_87,es,2010-11-26,,26018.32
5,3_72,es,2010-11-26,,93974.21
7,4_95,es,2010-11-26,,122847.58
3,24_87,es,2010-11-26,,23352.54
5,23_22,es,2010-11-26,,31875.16
5,37_95,es,2010-11-26,,46290.89
6,34_91,es,2010-11-26,,33719.55
3,4_8,es,2010-11-26,,60883.4
4,16_95,es,2010-11-26,,19390.89
2,10_34,es,2010-11-26,,61243.46
2,44_94,es,2010-11-26,,22219.33
2,40_4,es,2010-12-03,,23326.81
5,10_5,es,2010-12-03,,89737.04
1,23_16,es,2010-12-03,,4756.13
4,13_13,es,2010-12-03,,46391.17
5,29_40,es,2010-12-03,,31142.72
4,23_74,es,2010-12-03,,28020.13
2,1_97,es,2010-12-03,,30659.4
7,16_40,es,2010-12-03,,31052.55
2,40_2,es,2010-12-03,,25472.18
4,24_90,es,2010-12-03,,65872.48
7,23_72,es,2010-12-03,,117503.24
1,31_13,es,2010-12-03,,39531.81
6,26_40,es,2010-12-03,,39433.9
4,20_7,es,2010-12-03,,119493.03
1,19_2,es,2010-12-03,,50999.03
6,6_72,es,2010-12-03,,104295.19
4,26_92,es,2010-12-03,,74153.46
4,2_81,es,2010-12-03,,28776.89
3,17_95,es,2010-12-03,,43806.07
1,31_2,es,2010-12-03,,50361.17
5,4_94,es,2010-12-03,,47999.05
3,35_14,es,2010-12-03,,28230
7,11_93,es,2010-12-03,,27958.24
6,6_96,es,2010-12-03,,24924.23
2,45_13,es,2010-12-03,,26646.53
2,12_34,es,2010-12-03,,22558.54
1,42_38,es,2010-12-03,,39369.49
5,4_96,es,2010-12-03,,28777.36
6,6_93,es,2010-12-03,,34385.61
7,14_2,es,2010-12-03,,72226.9
4,15_72,es,2010-12-03,,65466.49
3,2_16,es,2010-12-03,,4512.83
5,19_9,es,2010-12-03,,18688.12
5,18_72,es,2010-12-03,,89964.72
6,32_90,es,2010-12-03,,56660.79
5,22_38,es,2010-12-03,,73652.53
7,9_38,es,2010-12-03,,86844.11
1,16_72,es,2010-12-03,,42787.76
7,10_72,es,2010-12-03,,218559.54
2,1_1,es,2010-12-03,,22517.56
2,31_46,es,2010-12-03,,21773.51
7,36_95,es,2010-12-03,,33102.92
5,10_40,es,2010-12-03,,101613.03
5,30_92,es,2010-12-03,,50221.39
5,11_46,es,2010-12-03,,23741.31
2,41_91,es,2010-12-03,,46157.07
4,4_9,es,2010-12-03,,25680.73
1,2_2,es,2010-12-03,,62758.12
2,32_95,es,2010-12-03,,75023.93
3,30_95,es,2010-12-03,,38710.66
6,26_4,es,2010-12-03,,24514.11
6,16_38,es,2010-12-03,,57100.27
2,11_95,es,2010-12-03,,64034.49
4,22_9,es,2010-12-03,,15937.9
2,11_92,es,2010-12-03,,71735.7
2,11_74,es,2010-12-03,,20215.31
7,11_13,es,2010-12-03,,38004.63
2,12_40,es,2010-12-03,,48494.68
5,7_40,es,2010-12-03,,29515.29
7,41_40,es,2010-12-03,,52033.37
7,43_38,es,2010-12-03,,67459.73
3,10_23,es,2010-12-03,,91674.32
5,20_92,es,2010-12-03,,155408.27
1,28_91,es,2010-12-03,,63552.77
5,17_4,es,2010-12-03,,22823.96
2,18_74,es,2010-12-03,,16201.72
2,19_23,es,2010-12-03,,31605.66
1,13_4,es,2010-12-03,,41394.81
3,13_91,es,2010-12-03,,67075.09
4,23_40,es,2010-12-03,,60818.15
1,32_92,es,2010-12-03,,95426.47
5,6_38,es,2010-12-03,,85323.2
7,12_8,es,2010-12-03,,45149.14
5,10_16,es,2010-12-03,,4502.43
4,14_91,es,2010-12-03,,85980.7
5,20_91,es,2010-12-03,,71706.77
5,27_80,es,2010-12-03,,25382.57
5,22_40,es,2010-12-03,,55246.88
6,20_9,es,2010-12-03,,51715.44
1,14_1,es,2010-12-03,,34406.89
3,30_91,es,2010-12-03,,27923.32
3,38_38,es,2010-12-03,,40771.73
4,13_23,es,2010-12-03,,39901.79
2,1_38,es,2010-12-03,,87338.34
4,11_7,es,2010-12-03,,61955.69
3,10_38,es,2010-12-03,,95230.62
2,23_92,es,2010-12-03,,65820.93
4,21_72,es,2010-12-03,,47279.21
5,20_90,es,2010-12-03,,91156.44
5,2_87,es,2010-12-03,,27108.86
2,3_72,es,2010-12-03,,23694.11
1,4_95,es,2010-12-03,,112357.52
4,24_87,es,2010-12-03,,25187.1
1,23_22,es,2010-12-03,,21405.78
5,37_95,es,2010-12-03,,45575.58
5,34_91,es,2010-12-03,,27649.73
3,4_8,es,2010-12-03,,64423.09
6,16_95,es,2010-12-03,,18896.55
7,10_34,es,2010-12-03,,48547.21
4,44_94,es,2010-12-03,,17621.17
3,40_4,es,2010-12-10,,22922.74
1,10_5,es,2010-12-10,,134269.26
3,23_16,es,2010-12-10,,7052.58
1,13_13,es,2010-12-10,,45018.93
1,29_40,es,2010-12-10,,30268.55
4,23_74,es,2010-12-10,,30102.53
7,1_97,es,2010-12-10,,36498.68
4,16_40,es,2010-12-10,,29397.24
6,40_2,es,2010-12-10,,29968.16
6,24_90,es,2010-12-10,,78020.99
1,23_72,es,2010-12-10,,125201.71
5,31_13,es,2010-12-10,,38822.26
1,26_40,es,2010-12-10,,36401.21
7,20_7,es,2010-12-10,,155897.11
7,19_2,es,2010-12-10,,53141.17
2,6_72,es,2010-12-10,,100963.79
6,26_92,es,2010-12-10,,99183.73
4,2_81,es,2010-12-10,,32413.83
4,17_95,es,2010-12-10,,44244.31
6,31_2,es,2010-12-10,,53446.6
2,4_94,es,2010-12-10,,53294.2
6,35_14,es,2010-12-10,,33889.2
3,11_93,es,2010-12-10,,32607.07
3,6_96,es,2010-12-10,,26954.16
1,45_13,es,2010-12-10,,25897.19
3,12_34,es,2010-12-10,,23665
4,42_38,es,2010-12-10,,38742.02
7,4_96,es,2010-12-10,,32903.78
7,6_93,es,2010-12-10,,42246.58
7,14_2,es,2010-12-10,,82697.33
7,15_72,es,2010-12-10,,61145.54
5,2_16,es,2010-12-10,,5824.27
1,19_9,es,2010-12-10,,22066.78
6,18_72,es,2010-12-10,,85485.15
7,32_90,es,2010-12-10,,64823.5
1,22_38,es,2010-12-10,,67019.66
2,9_38,es,2010-12-10,,84651.17
5,16_72,es,2010-12-10,,50003.55
6,10_72,es,2010-12-10,,177442.44
3,1_1,es,2010-12-10,,31497.65
7,31_46,es,2010-12-10,,24076.54
3,36_95,es,2010-12-10,,37652.43
3,10_40,es,2010-12-10,,105935.76
5,30_92,es,2010-12-10,,55545.95
3,11_46,es,2010-12-10,,28393.71
7,41_91,es,2010-12-10,,55875.15
2,4_9,es,2010-12-10,,30166.76
2,2_2,es,2010-12-10,,66513.13
3,32_95,es,2010-12-10,,81548.95
5,30_95,es,2010-12-10,,41119.77
1,26_4,es,2010-12-10,,23779.31
5,16_38,es,2010-12-10,,55270.99
4,11_95,es,2010-12-10,,71702.55
5,22_9,es,2010-12-10,,18817.52
1,11_92,es,2010-12-10,,84311.86
2,11_74,es,2010-12-10,,17028.71
6,11_13,es,2010-12-10,,35690.28
1,12_40,es,2010-12-10,,44892.6
4,7_40,es,2010-12-10,,28220.72
5,41_40,es,2010-12-10,,50032.43
3,43_38,es,2010-12-10,,66799.25
5,10_23,es,2010-12-10,,84213.97
6,20_92,es,2010-12-10,,197374.95
7,28_91,es,2010-12-10,,59686.58
3,17_4,es,2010-12-10,,20966.74
3,18_74,es,2010-12-10,,17121.72
3,19_23,es,2010-12-10,,45494.8
5,13_4,es,2010-12-10,,43538.12
4,13_91,es,2010-12-10,,79161.41
2,23_40,es,2010-12-10,,61043.09
2,32_92,es,2010-12-10,,112438.48
5,6_38,es,2010-12-10,,75574.6
2,12_8,es,2010-12-10,,44727.82
7,10_16,es,2010-12-10,,5472.27
1,14_91,es,2010-12-10,,104293.67
6,20_91,es,2010-12-10,,91669.24
4,27_80,es,2010-12-10,,28413.36
2,22_40,es,2010-12-10,,57510.18
2,20_9,es,2010-12-10,,31988.63
6,14_1,es,2010-12-10,,48776.64
4,30_91,es,2010-12-10,,29665.49
1,38_38,es,2010-12-10,,45978.27
7,13_23,es,2010-12-10,,43395.78
3,1_38,es,2010-12-10,,69386.52
4,11_7,es,2010-12-10,,87602.48
2,10_38,es,2010-12-10,,99230.43
6,23_92,es,2010-12-10,,71007.73
4,21_72,es,2010-12-10,,49291.82
4,20_90,es,2010-12-10,,108533.63
3,2_87,es,2010-12-10,,24503.06
2,3_72,es,2010-12-10,,20214.67
3,4_95,es,2010-12-10,,125057.36
7,24_87,es,2010-12-10,,23858.42
5,23_22,es,2010-12-10,,25614.3
3,37_95,es,2010-12-10,,47430.14
2,34_91,es,2010-12-10,,32362.79
1,4_8,es,2010-12-10,,65890.02
7,16_95,es,2010-12-10,,21688.66
2,10_34,es,2010-12-10,,50225.68
3,44_94,es,2010-12-10,,17628.96
5,40_4,es,2010-12-17,,21521.68
2,10_5,es,2010-12-17,,186875.35
5,23_16,es,2010-12-17,,6481.93
2,13_13,es,2010-12-17,,44334.03
3,29_40,es,2010-12-17,,31130.67
5,23_74,es,2010-12-17,,31227.21
6,1_97,es,2010-12-17,,35614.14
5,16_40,es,2010-12-17,,31647.56
6,40_2,es,2010-12-17,,31575.65
2,24_90,es,2010-12-17,,77516.92
7,23_72,es,2010-12-17,,181905.35
5,31_13,es,2010-12-17,,39690.3
3,26_40,es,2010-12-17,,35194.07
4,20_7,es,2010-12-17,,176021.53
2,19_2,es,2010-12-17,,59258.41
4,6_72,es,2010-12-17,,135009.23
1,26_92,es,2010-12-17,,86887.97
5,2_81,es,2010-12-17,,32170.62
7,17_95,es,2010-12-17,,43767.1
4,31_2,es,2010-12-17,,57129.3
2,4_94,es,2010-12-17,,54997.69
6,35_14,es,2010-12-17,,43378.32
1,11_93,es,2010-12-17,,35303.96
2,6_96,es,2010-12-17,,28021.72
1,45_13,es,2010-12-17,,23548.8
2,12_34,es,2010-12-17,,27413
6,42_38,es,2010-12-17,,33864.33
4,4_96,es,2010-12-17,,35171.54
4,6_93,es,2010-12-17,,44302.13
1,14_2,es,2010-12-17,,86872.19
3,15_72,es,2010-12-17,,79934.62
1,2_16,es,2010-12-17,,5383.66
7,19_9,es,2010-12-17,,25631.42
1,18_72,es,2010-12-17,,109257.16
6,32_90,es,2010-12-17,,66483
6,22_38,es,2010-12-17,,74543.98
7,9_38,es,2010-12-17,,76401.13
6,16_72,es,2010-12-17,,43698.2
6,10_72,es,2010-12-17,,268789.69
3,1_1,es,2010-12-17,,44912.86
1,31_46,es,2010-12-17,,31408.49
3,36_95,es,2010-12-17,,40105.93
4,10_40,es,2010-12-17,,101891.97
6,30_92,es,2010-12-17,,57409.7
6,11_46,es,2010-12-17,,38455.26
6,41_91,es,2010-12-17,,50641.21
3,4_9,es,2010-12-17,,36904.83
6,2_2,es,2010-12-17,,74559.82
3,32_95,es,2010-12-17,,82599.7
6,30_95,es,2010-12-17,,42072.77
7,26_4,es,2010-12-17,,23129.65
2,16_38,es,2010-12-17,,49653.2
7,11_95,es,2010-12-17,,77253.06
5,22_9,es,2010-12-17,,22600.08
3,11_92,es,2010-12-17,,88529.62
2,11_74,es,2010-12-17,,22306.74
3,11_13,es,2010-12-17,,35803.08
4,12_40,es,2010-12-17,,46428.22
6,7_40,es,2010-12-17,,32468.54
5,41_40,es,2010-12-17,,52695.77
4,43_38,es,2010-12-17,,63569.79
6,10_23,es,2010-12-17,,101456.57
7,20_92,es,2010-12-17,,190354.16
3,28_91,es,2010-12-17,,44794.77
1,17_4,es,2010-12-17,,21382.91
5,18_74,es,2010-12-17,,17628.98
7,19_23,es,2010-12-17,,56276.77
5,13_4,es,2010-12-17,,43486.54
1,13_91,es,2010-12-17,,81009.31
1,23_40,es,2010-12-17,,61725.6
7,32_92,es,2010-12-17,,113852.64
7,6_38,es,2010-12-17,,69807.04
3,12_8,es,2010-12-17,,44419.15
1,10_16,es,2010-12-17,,4045.95
1,14_91,es,2010-12-17,,88219.96
6,20_91,es,2010-12-17,,79463.27
5,27_80,es,2010-12-17,,29262.09
4,22_40,es,2010-12-17,,55640.45
5,20_9,es,2010-12-17,,35506.51
7,14_1,es,2010-12-17,,70817.74
7,30_91,es,2010-12-17,,28343.84
5,38_38,es,2010-12-17,,37486.1
4,13_23,es,2010-12-17,,55785.25
5,1_38,es,2010-12-17,,81069.74
4,11_7,es,2010-12-17,,135592.19
5,10_38,es,2010-12-17,,85597.82
6,23_92,es,2010-12-17,,73934.92
1,21_72,es,2010-12-17,,71209.43
4,20_90,es,2010-12-17,,106368.18
3,2_87,es,2010-12-17,,27401.18
2,3_72,es,2010-12-17,,26460.44
3,4_95,es,2010-12-17,,133205.77
4,24_87,es,2010-12-17,,22903.34
6,23_22,es,2010-12-17,,32905.56
2,37_95,es,2010-12-17,,47702.28
2,34_91,es,2010-12-17,,31863.43
1,4_8,es,2010-12-17,,68922.99
4,16_95,es,2010-12-17,,25047.72
6,10_34,es,2010-12-17,,54199.63
3,44_94,es,2010-12-17,,18519.47
2,40_4,es,2010-12-24,,25876.14
6,10_5,es,2010-12-24,,259955.82
6,23_16,es,2010-12-24,,7411.38
7,13_13,es,2010-12-24,,44343.42
3,29_40,es,2010-12-24,,33501.15
6,23_74,es,2010-12-24,,38529.28
7,1_97,es,2010-12-24,,40058.17
7,16_40,es,2010-12-24,,44681.03
2,40_2,es,2010-12-24,,52961.05
7,24_90,es,2010-12-24,,103408.6
6,23_72,es,2010-12-24,,225156.09
6,31_13,es,2010-12-24,,42187.5
4,26_40,es,2010-12-24,,39720.88
5,20_7,es,2010-12-24,,261136.32
4,19_2,es,2010-12-24,,84541.59
4,6_72,es,2010-12-24,,204271.34
7,26_92,es,2010-12-24,,98138.1
3,2_81,es,2010-12-24,,35995.54
6,17_95,es,2010-12-24,,48112.46
2,31_2,es,2010-12-24,,68706.61
7,4_94,es,2010-12-24,,71065.2
5,35_14,es,2010-12-24,,75655.88
3,11_93,es,2010-12-24,,42890.45
2,6_96,es,2010-12-24,,38197.94
1,45_13,es,2010-12-24,,25707.09
7,12_34,es,2010-12-24,,37267.5
7,42_38,es,2010-12-24,,35589.81
1,4_96,es,2010-12-24,,60435.5
5,6_93,es,2010-12-24,,57706.34
5,14_2,es,2010-12-24,,117588.65
6,15_72,es,2010-12-24,,137773.02
7,2_16,es,2010-12-24,,6912.04
3,19_9,es,2010-12-24,,47084.5
3,18_72,es,2010-12-24,,181627.39
2,32_90,es,2010-12-24,,85168.36
5,22_38,es,2010-12-24,,66253.77
5,9_38,es,2010-12-24,,72707.56
3,16_72,es,2010-12-24,,91830.52
4,10_72,es,2010-12-24,,404245.03
7,1_1,es,2010-12-24,,55931.23
5,31_46,es,2010-12-24,,44628.82
3,36_95,es,2010-12-24,,39937.79
4,10_40,es,2010-12-24,,100877.03
5,30_92,es,2010-12-24,,75109.75
2,11_46,es,2010-12-24,,61464.3
3,41_91,es,2010-12-24,,59481.21
7,4_9,es,2010-12-24,,57098.47
3,2_2,es,2010-12-24,,91738.44
3,32_95,es,2010-12-24,,91238.47
5,30_95,es,2010-12-24,,47888.79
4,26_4,es,2010-12-24,,26780
5,16_38,es,2010-12-24,,53381.96
3,11_95,es,2010-12-24,,76436.44
3,22_9,es,2010-12-24,,36392.99
2,11_92,es,2010-12-24,,94109.56
2,11_74,es,2010-12-24,,22636.14
5,11_13,es,2010-12-24,,36074.12
1,12_40,es,2010-12-24,,46098.91
6,7_40,es,2010-12-24,,43899.9
7,41_40,es,2010-12-24,,58247.76
3,43_38,es,2010-12-24,,51314.96
2,10_23,es,2010-12-24,,154458.02
4,20_92,es,2010-12-24,,199674.33
6,28_91,es,2010-12-24,,46372.81
5,17_4,es,2010-12-24,,21104.99
4,18_74,es,2010-12-24,,19170.06
3,19_23,es,2010-12-24,,89336.88
3,13_4,es,2010-12-24,,50945.14
7,13_91,es,2010-12-24,,85957.28
2,23_40,es,2010-12-24,,71133.61
7,32_92,es,2010-12-24,,134404.9
3,6_38,es,2010-12-24,,73280.06
3,12_8,es,2010-12-24,,48404.67
3,10_16,es,2010-12-24,,4333.22
1,14_91,es,2010-12-24,,97691.35
6,20_91,es,2010-12-24,,74121.22
3,27_80,es,2010-12-24,,35230.15
2,22_40,es,2010-12-24,,59788.36
4,20_9,es,2010-12-24,,62941.42
4,14_1,es,2010-12-24,,95271
1,30_91,es,2010-12-24,,31218.16
4,38_38,es,2010-12-24,,42955.91
1,13_23,es,2010-12-24,,85804.5
5,1_38,es,2010-12-24,,57718.48
7,11_7,es,2010-12-24,,235557.3
7,10_38,es,2010-12-24,,85784.13
4,23_92,es,2010-12-24,,78010.41
2,21_72,es,2010-12-24,,127227.47
5,20_90,es,2010-12-24,,129404.36
6,2_87,es,2010-12-24,,36804.52
7,3_72,es,2010-12-24,,39703.33
3,4_95,es,2010-12-24,,139301.54
1,24_87,es,2010-12-24,,37424.35
5,23_22,es,2010-12-24,,33406.81
4,37_95,es,2010-12-24,,49996.41
4,34_91,es,2010-12-24,,36237.75
6,4_8,es,2010-12-24,,76078.03
5,16_95,es,2010-12-24,,32374.96
4,10_34,es,2010-12-24,,70060.8
3,44_94,es,2010-12-24,,25797.76
4,40_4,es,2010-12-31,,22467.31
1,10_5,es,2010-12-31,,69231.19
2,23_16,es,2010-12-31,,5336.83
3,13_13,es,2010-12-31,,39128.45
6,29_40,es,2010-12-31,,27483.79
6,23_74,es,2010-12-31,,35707.53
7,1_97,es,2010-12-31,,28591.28
7,16_40,es,2010-12-31,,41757.25
2,40_2,es,2010-12-31,,18851.45
7,24_90,es,2010-12-31,,67131.27
2,23_72,es,2010-12-31,,83414.76
7,31_13,es,2010-12-31,,37748.22
6,26_40,es,2010-12-31,,36260.53
6,20_7,es,2010-12-31,,26464.69
6,19_2,es,2010-12-31,,38007.95
6,6_72,es,2010-12-31,,109801.34
5,26_92,es,2010-12-31,,63802.8
6,2_81,es,2010-12-31,,25435.48
7,17_95,es,2010-12-31,,29462.93
2,31_2,es,2010-12-31,,51068.79
3,4_94,es,2010-12-31,,50530.8
6,35_14,es,2010-12-31,,21041.31
5,11_93,es,2010-12-31,,25362.32
1,6_96,es,2010-12-31,,31722.6
3,45_13,es,2010-12-31,,21776.72
3,12_34,es,2010-12-31,,19119.25
5,42_38,es,2010-12-31,,25335.37
2,4_96,es,2010-12-31,,44961.67
4,6_93,es,2010-12-31,,36267.45
5,14_2,es,2010-12-31,,55734.4
2,15_72,es,2010-12-31,,45805.54
7,2_16,es,2010-12-31,,4678.67
2,19_9,es,2010-12-31,,13427
2,18_72,es,2010-12-31,,52555.56
4,32_90,es,2010-12-31,,53004.71
5,22_38,es,2010-12-31,,58465.42
5,9_38,es,2010-12-31,,60294.64
3,16_72,es,2010-12-31,,39048.66
5,10_72,es,2010-12-31,,147532.16
4,1_1,es,2010-12-31,,19124.58
6,31_46,es,2010-12-31,,24247.63
7,36_95,es,2010-12-31,,33569.56
2,10_40,es,2010-12-31,,90374.54
7,30_92,es,2010-12-31,,46455.87
5,11_46,es,2010-12-31,,26662.02
2,41_91,es,2010-12-31,,41678.84
2,4_9,es,2010-12-31,,25334.2
5,2_2,es,2010-12-31,,55375.52
6,32_95,es,2010-12-31,,64522.77
1,30_95,es,2010-12-31,,39951.05
4,26_4,es,2010-12-31,,23103.27
2,16_38,es,2010-12-31,,56734.52
5,11_95,es,2010-12-31,,61346.21
7,22_9,es,2010-12-31,,9625.58
4,11_92,es,2010-12-31,,59742.84
5,11_74,es,2010-12-31,,25477.09
2,11_13,es,2010-12-31,,33890.31
6,12_40,es,2010-12-31,,43444.95
6,7_40,es,2010-12-31,,46745.35
3,41_40,es,2010-12-31,,51338.44
7,43_38,es,2010-12-31,,49455.34
6,10_23,es,2010-12-31,,56126.52
5,20_92,es,2010-12-31,,114348.68
7,28_91,es,2010-12-31,,35459.59
1,17_4,es,2010-12-31,,17312.92
4,18_74,es,2010-12-31,,19616.28
4,19_23,es,2010-12-31,,18646.66
6,13_4,es,2010-12-31,,37814.53
4,13_91,es,2010-12-31,,65902.27
4,23_40,es,2010-12-31,,58402.8
3,32_92,es,2010-12-31,,80496.77
2,6_38,es,2010-12-31,,71458.73
6,12_8,es,2010-12-31,,37945.75
2,10_16,es,2010-12-31,,3298.26
2,14_91,es,2010-12-31,,78639.29
7,20_91,es,2010-12-31,,57371.09
1,27_80,es,2010-12-31,,25119.68
1,22_40,es,2010-12-31,,44767.55
3,20_9,es,2010-12-31,,17916.77
5,14_1,es,2010-12-31,,14338.06
3,30_91,es,2010-12-31,,26633.17
2,38_38,es,2010-12-31,,43476.16
3,13_23,es,2010-12-31,,20763.81
4,1_38,es,2010-12-31,,67182.76
7,11_7,es,2010-12-31,,27586.73
6,10_38,es,2010-12-31,,74536.36
1,23_92,es,2010-12-31,,48939.2
3,21_72,es,2010-12-31,,40468.99
2,20_90,es,2010-12-31,,81196.78
4,2_87,es,2010-12-31,,22206.22
2,3_72,es,2010-12-31,,19551.9
1,4_95,es,2010-12-31,,107910.87
2,24_87,es,2010-12-31,,20608.23
1,23_22,es,2010-12-31,,16300.52
4,37_95,es,2010-12-31,,42466.17
3,34_91,es,2010-12-31,,29067.57
2,4_8,es,2010-12-31,,61888.56
1,16_95,es,2010-12-31,,26502.04
1,10_34,es,2010-12-31,,35145.76
5,44_94,es,2010-12-31,,16593.28
6,40_4,es,2011-01-07,,24691.51
3,10_5,es,2011-01-07,,49255.31
1,23_16,es,2011-01-07,,3707.25
6,13_13,es,2011-01-07,,50591.11
1,29_40,es,2011-01-07,,29671.96
2,23_74,es,2011-01-07,,39021.43
1,1_97,es,2011-01-07,,35362.9
4,16_40,es,2011-01-07,,41403.37
7,40_2,es,2011-01-07,,22450.25
7,24_90,es,2011-01-07,,70971.83
6,23_72,es,2011-01-07,,74441.29
1,31_13,es,2011-01-07,,40822.89
6,26_40,es,2011-01-07,,38029.31
1,20_7,es,2011-01-07,,15863.19
2,19_2,es,2011-01-07,,42431.88
5,6_72,es,2011-01-07,,68762.84
1,26_92,es,2011-01-07,,93628.5
5,2_81,es,2011-01-07,,30530.1
6,17_95,es,2011-01-07,,47126.56
6,31_2,es,2011-01-07,,52483.9
2,4_94,es,2011-01-07,,57693.68
5,35_14,es,2011-01-07,,23909.88
7,11_93,es,2011-01-07,,30558.33
6,6_96,es,2011-01-07,,18817.96
5,45_13,es,2011-01-07,,26742.57
4,12_34,es,2011-01-07,,19015.75
7,42_38,es,2011-01-07,,39580.8
7,4_96,es,2011-01-07,,22242.27
4,6_93,es,2011-01-07,,38947.79
2,14_2,es,2011-01-07,,70335.01
2,15_72,es,2011-01-07,,41403.47
4,2_16,es,2011-01-07,,5668.32
4,19_9,es,2011-01-07,,13207.04
2,18_72,es,2011-01-07,,52699.7
5,32_90,es,2011-01-07,,60184.08
4,22_38,es,2011-01-07,,76917.31
3,9_38,es,2011-01-07,,95290.63
5,16_72,es,2011-01-07,,42983.95
3,10_72,es,2011-01-07,,116112.11
3,1_1,es,2011-01-07,,15984.24
7,31_46,es,2011-01-07,,22166.5
3,36_95,es,2011-01-07,,35217.61
3,10_40,es,2011-01-07,,109513.44
2,30_92,es,2011-01-07,,56400.96
2,11_46,es,2011-01-07,,21588.86
2,41_91,es,2011-01-07,,57559.7
4,4_9,es,2011-01-07,,20591.73
6,2_2,es,2011-01-07,,62974.44
2,32_95,es,2011-01-07,,76644.73
1,30_95,es,2011-01-07,,42486.41
7,26_4,es,2011-01-07,,25262.31
1,16_38,es,2011-01-07,,74846.16
4,11_95,es,2011-01-07,,67739.4
7,22_9,es,2011-01-07,,14530.02
5,11_92,es,2011-01-07,,77914.07
6,11_74,es,2011-01-07,,29677.7
6,11_13,es,2011-01-07,,39464.95
3,12_40,es,2011-01-07,,51909.06
7,7_40,es,2011-01-07,,43812.8
7,41_40,es,2011-01-07,,57415.62
7,43_38,es,2011-01-07,,74140.54
6,10_23,es,2011-01-07,,54281.23
3,20_92,es,2011-01-07,,165284.7
5,28_91,es,2011-01-07,,83761.23
5,17_4,es,2011-01-07,,39775.45
3,18_74,es,2011-01-07,,26597.37
4,19_23,es,2011-01-07,,15176.77
3,13_4,es,2011-01-07,,44431.39
6,13_91,es,2011-01-07,,82581.02
1,23_40,es,2011-01-07,,58638.29
1,32_92,es,2011-01-07,,100818.34
5,6_38,es,2011-01-07,,101194.55
6,12_8,es,2011-01-07,,42630.11
2,10_16,es,2011-01-07,,5668.63
3,14_91,es,2011-01-07,,110711.42
7,20_91,es,2011-01-07,,90296.32
3,27_80,es,2011-01-07,,25117.89
3,22_40,es,2011-01-07,,57539.99
7,20_9,es,2011-01-07,,14003.25
1,14_1,es,2011-01-07,,13527.45
3,30_91,es,2011-01-07,,32086.64
7,38_38,es,2011-01-07,,42940.87
2,13_23,es,2011-01-07,,20260.54
5,1_38,es,2011-01-07,,85242.8
3,11_7,es,2011-01-07,,18443.17
6,10_38,es,2011-01-07,,97824.48
5,23_92,es,2011-01-07,,60417.15
5,21_72,es,2011-01-07,,36198.57
5,20_90,es,2011-01-07,,93681.49
7,2_87,es,2011-01-07,,22308.76
2,3_72,es,2011-01-07,,13689.24
4,4_95,es,2011-01-07,,119611.19
5,24_87,es,2011-01-07,,23863.48
2,23_22,es,2011-01-07,,18791.93
1,37_95,es,2011-01-07,,47617.87
5,34_91,es,2011-01-07,,34385.86
2,4_8,es,2011-01-07,,64561.77
6,16_95,es,2011-01-07,,29072.02
1,10_34,es,2011-01-07,,37081.23
7,44_94,es,2011-01-07,,21596.66
1,40_4,es,2011-01-14,,21980.89
2,10_5,es,2011-01-14,,46074.44
1,23_16,es,2011-01-14,,4280.67
3,13_13,es,2011-01-14,,48633.01
2,29_40,es,2011-01-14,,25679.03
2,23_74,es,2011-01-14,,29610.33
3,1_97,es,2011-01-14,,36612.04
4,16_40,es,2011-01-14,,35759.82
1,40_2,es,2011-01-14,,20379.09
2,24_90,es,2011-01-14,,74687.43
2,23_72,es,2011-01-14,,62177.55
4,31_13,es,2011-01-14,,40024.06
7,26_40,es,2011-01-14,,35661.31
2,20_7,es,2011-01-14,,17100.68
1,19_2,es,2011-01-14,,41492.93
3,6_72,es,2011-01-14,,68440.64
1,26_92,es,2011-01-14,,79739.74
7,2_81,es,2011-01-14,,32710.67
4,17_95,es,2011-01-14,,42524.72
3,31_2,es,2011-01-14,,52283.18
6,4_94,es,2011-01-14,,57876.6
2,35_14,es,2011-01-14,,21688.79
6,11_93,es,2011-01-14,,33226.89
1,6_96,es,2011-01-14,,21509.81
1,45_13,es,2011-01-14,,25262.19
5,12_34,es,2011-01-14,,16958.25
